code;date;prod;prod_class;poids;mod;ori;dist_km;dist_class;ori_lon;ori_lat
1;2014-04-01;banane plantain;divers;29700;4.camion;daloa;187;150-200;-6,4478;6,8892
2;2014-04-01;banane plantain;divers;33320;4.camion;daloa;187;150-200;-6,4478;6,8892
3;2014-04-01;mais grain;mais;41340;5.gros camion;katiola;38;000-050;-5,1018;8,1401
4;2014-04-01;bété bété;igname;4560;4.camion;bouandougou;116;100-150;-5,6679;8,2146
5;2014-04-01;bété bété;igname;20420;4.camion;tiéningboué;124;100-150;-5,7241;8,177
6;2014-04-01;bété bété;igname;11940;4.camion;bouandougou;116;100-150;-5,6679;8,2146
7;2014-04-01;arachide décortiquée;arachide;1000;1 moto;bouaké;3;000-050;-5,028;7,6845
8;2014-04-01;arachide décortiquée;arachide;1240;2.voiture;béoumi;60;050-100;-5,5791;7,6714
9;2014-04-01;divers;divers;6220;5.gros camion;dabakala;132;100-150;-4,4272;8,3624
10;2014-04-01;riz paddy iguapé;riz;3800;3.pick-up;bouaké;3;000-050;-5,028;7,6845
11;2014-04-01;mais grain;mais;460;1 moto;bouaké;3;000-050;-5,028;7,6845
12;2014-04-01;oignons;divers;17840;5.gros camion;niger;987;Etranger;2,1323;13,5119
13;2014-04-01;bété bété;igname;7840;4.camion;tiéningboué;124;100-150;-5,7241;8,177
14;2014-04-01;oignons;divers;25160;5.gros camion;niger;987;Etranger;2,1323;13,5119
15;2014-04-01;riz blanchi importé;riz;39220;5.gros camion;divo;219;200-300;-5,3546;5,8403
16;2014-04-01;bété bété;igname;8580;4.camion;bouandougou;116;100-150;-5,6679;8,2146
17;2014-04-01;bété bété;igname;18100;4.camion;satama;127;100-150;-4,3595;7,9043
18;2014-04-01;oignons;divers;20620;5.gros camion;niger;987;Etranger;2,1323;13,5119
19;2014-04-01;arachide décortiquée;arachide;360;2.voiture;sakassou;47;000-050;-5,2914;7,4555
20;2014-04-01;arachide décortiquée;arachide;280;2.voiture;sakassou;47;000-050;-5,2914;7,4555
21;2014-07-01;assawa;igname;4100;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
22;2014-07-01;koudjan;igname;6980;3.pick-up;didiévi;87;050-100;-4,893;7,1256
23;2014-07-01;oignons;divers;14640;5.gros camion;niger;987;Etranger;2,1323;13,5119
24;2014-07-01;riz paddy iguapé;riz;11820;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
25;2014-07-01;kponan;igname;4460;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
26;2014-07-01;bété bété;igname;11500;4.camion;kong;225;200-300;-4,6119;9,1503
27;2014-07-01;arachide décortiquée;arachide;140;3.pick-up;satama;127;100-150;-4,3595;7,9043
28;2014-07-01;bété bété;igname;4000;3.pick-up;katiola;38;000-050;-5,1018;8,1401
29;2014-07-01;koudjan;igname;4980;4.camion;m'bahiakro;82;050-100;-4,3378;7,4537
30;2014-07-01;assawa;igname;10820;4.camion;kouassikro;124;100-150;-4,7085;7,0329
31;2014-07-01;banane plantain;divers;29760;5.gros camion;bonon;150;100-150;-6,05;6,9333
32;2014-07-01;banane plantain;divers;29240;5.gros camion;bonon;150;100-150;-6,05;6,9333
33;2014-07-01;oignons;divers;37080;5.gros camion;niger;987;Etranger;2,1323;13,5119
34;2014-07-01;florido;igname;1580;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
35;2014-07-01;riz paddy iguapé;riz;26240;4.camion;oumé;145;100-150;-5,4232;6,3793
36;2014-07-01;bété bété;igname;5960;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
37;2014-07-01;attiéké sec;divers;1820;3.pick-up;bouaké;3;000-050;-5,028;7,6845
38;2014-07-01;attiéké sec;divers;920;3.pick-up;bouaké;3;000-050;-5,028;7,6845
39;2014-07-01;mil;divers;1000;4.camion;dabakala;132;100-150;-4,4272;8,3624
40;2014-07-01;bété bété;igname;22920;4.camion;tiéningboué;124;100-150;-5,7241;8,177
41;2014-07-01;riz paddy iguapé;riz;10960;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
42;2014-07-01;mil;divers;17720;5.gros camion;mali;477;Etranger;-7,473;11,4071
43;2014-07-01;attiéké sec;divers;1040;2.voiture;diabo;28;000-050;-5,1722;7,7852
44;2014-07-01;kpassadjo;igname;1540;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
45;2014-07-01;riz paddy bké 189;riz;140;3.pick-up;kounahiri;90;050-100;-5,8355;7,7901
46;2014-07-01;florido;igname;760;4.camion;dabakala;132;100-150;-4,4272;8,3624
47;2014-07-01;riz blanchi iguapé;riz;2000;3.pick-up;katiola;38;000-050;-5,1018;8,1401
48;2014-07-01;kpassadjo;igname;6640;4.camion;kouassikro;124;100-150;-4,7085;7,0329
49;2014-07-01;bété bété;igname;16660;4.camion;niakara;84;050-100;-5,2874;8,6614
50;2014-07-01;mil;divers;66240;5.gros camion;mali;477;Etranger;-7,473;11,4071
51;2014-07-01;kléglé;igname;7200;4.camion;bouandougou;116;100-150;-5,6679;8,2146
52;2014-07-01;oignons;divers;1880;5.gros camion;niger;987;Etranger;2,1323;13,5119
53;2014-07-01;assawa;igname;1840;3.pick-up;didiévi;87;050-100;-4,893;7,1256
54;2014-07-01;arachide décortiquée;arachide;17440;5.gros camion;korhogo;176;150-200;-5,6316;9,4577
55;2014-07-01;divers;divers;80;4.camion;dabakala;132;100-150;-4,4272;8,3624
56;2014-07-01;bété bété;igname;23080;4.camion;tiéningboué;124;100-150;-5,7241;8,177
57;2014-07-01;attiéké sec;divers;1720;3.pick-up;bouaké;3;000-050;-5,028;7,6845
58;2014-07-01;riz local bké 189;riz;2180;3.pick-up;bouaké;3;000-050;-5,028;7,6845
59;2014-07-01;kponan;igname;3900;4.camion;mankono;179;150-200;-6,1883;8,0556
60;2014-07-01;riz paddy iguapé;riz;21080;4.camion;oumé;145;100-150;-5,4232;6,3793
61;2014-07-01;mil;divers;11400;4.camion;dabakala;132;100-150;-4,4272;8,3624
62;2014-07-01;riz blanchi iguapé;riz;1600;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
63;2014-07-01;bété bété;igname;5340;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
64;2014-07-01;bété bété;igname;980;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
65;2014-07-01;bété bété;igname;840;4.camion;kouto;308;300-500;-6,4126;9,8924
66;2014-07-01;bété bété;igname;380;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
67;2014-07-01;arachide décortiquée;arachide;1160;3.pick-up;satama;127;100-150;-4,3595;7,9043
68;2014-07-01;mais grain;mais;16160;4.camion;mankono;179;150-200;-6,1883;8,0556
69;2014-07-01;florido;igname;9260;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
70;2014-07-01;bété bété;igname;520;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
71;2014-07-01;bété bété;igname;3580;4.camion;tiéningboué;124;100-150;-5,7241;8,177
72;2014-07-01;bété bété;igname;16480;4.camion;tiéningboué;124;100-150;-5,7241;8,177
73;2014-07-01;arachide décortiquée;arachide;1300;3.pick-up;satama;127;100-150;-4,3595;7,9043
74;2014-07-01;bété bété;igname;6280;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
75;2014-07-01;mais grain;mais;1760;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
76;2014-07-01;riz paddy bké 189;riz;6420;4.camion;ferké;162;150-200;-5,1973;9,5924
77;2014-07-01;riz blanchi iguapé;riz;7180;3.pick-up;bamoro;13;000-050;-5,049;7,8315
78;2014-07-01;kléglé;igname;29500;4.camion;bondoukou;398;300-500;-2,803;8,039
79;2014-07-01;arachide décortiquée;arachide;17440;5.gros camion;korhogo;176;150-200;-5,6316;9,4577
80;2014-07-01;bété bété;igname;380;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
81;2014-07-01;bété bété;igname;840;3.pick-up;satama;127;100-150;-4,3595;7,9043
82;2014-07-01;banane plantain;divers;31640;4.camion;vavoua;239;200-300;-6,4806;7,3803
83;2014-07-01;banane plantain;divers;34560;4.camion;sinfra;152;150-200;-5,908;6,6165
84;2014-07-01;bété bété;igname;22880;4.camion;bouandougou;116;100-150;-5,6679;8,2146
85;2014-07-01;mais grain;mais;19640;4.camion;tafiré;119;100-150;-5,1628;9,0688
86;2014-07-01;attiéké sec;divers;260;3.pick-up;bouaké;3;000-050;-5,028;7,6845
87;2014-07-01;bété bété;igname;4180;3.pick-up;moronou;130;100-150;-4,9716;6,3211
88;2014-07-01;attiéké sec;divers;1920;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
89;2014-07-01;riz paddy bké 189;riz;6360;3.pick-up;katiola;38;000-050;-5,1018;8,1401
90;2014-07-01;mais grain;mais;1000;4.camion;tiéningboué;124;100-150;-5,7241;8,177
91;2014-07-01;arachide décortiquée;arachide;420;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
92;2014-07-01;bété bété;igname;14720;4.camion;tiéningboué;124;100-150;-5,7241;8,177
93;2014-07-01;bété bété;igname;6840;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
94;2014-07-01;koudjan;igname;12862;4.camion;satama;127;100-150;-4,3595;7,9043
95;2014-07-01;bété bété;igname;4990;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
96;2014-07-01;wakrou;igname;5270;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
97;2014-07-01;koudjan;igname;13180;4.camion;bouandougou;116;100-150;-5,6679;8,2146
98;2014-07-01;oignons;divers;22740;5.gros camion;niger;987;Etranger;2,1323;13,5119
99;2014-07-01;oignons;divers;56800;5.gros camion;burkina;344;Etranger;-4,2976;11,1675
100;2014-07-01;koudjan;igname;1460;3.pick-up;satama;127;100-150;-4,3595;7,9043
101;2014-07-01;kpassadjo;igname;16340;4.camion;tiébissou;48;000-050;-5,2243;7,1593
102;2014-07-01;arachide décortiquée;arachide;8720;3.pick-up;katiola;38;000-050;-5,1018;8,1401
103;2014-07-01;koudjan;igname;10600;4.camion;didiévi;87;050-100;-4,893;7,1256
104;2014-07-01;kpassadjo;igname;1980;3.pick-up;kouakro;402;300-500;-2,9074;5,4444
105;2014-07-01;koudjan;igname;5880;4.camion;botro;48;000-050;-5,3063;7,8447
106;2014-07-01;bété bété;igname;5300;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
107;2014-07-01;koudjan;igname;3140;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
108;2014-07-01;arachide décortiquée;arachide;580;2.voiture;bouaké;3;000-050;-5,028;7,6845
109;2014-07-01;koudjan;igname;8720;3.pick-up;yamoussoukro;77;050-100;-5,2778;6,8194
110;2014-07-01;koudjan;igname;6180;3.pick-up;brobo;25;000-050;-4,8267;7,6407
111;2014-07-01;koudjan;igname;12640;4.camion;tiébissou;48;000-050;-5,2243;7,1593
112;2014-07-01;arachide décortiquée;arachide;3760;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
113;2014-07-01;arachide décortiquée;arachide;2660;2.voiture;kouassikro;124;100-150;-4,7085;7,0329
114;2014-07-01;kponan;igname;2520;3.pick-up;kouakro;402;300-500;-2,9074;5,4444
115;2014-07-01;oignons;divers;33180;5.gros camion;burkina;344;Etranger;-4,2976;11,1675
116;2014-07-01;koudjan;igname;4120;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
117;2014-07-01;wakrou;igname;7120;4.camion;m'bahiakro;82;050-100;-4,3378;7,4537
118;2014-07-01;bété bété;igname;10720;4.camion;bouandougou;116;100-150;-5,6679;8,2146
119;2014-07-01;assawa;igname;5560;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
120;2014-07-01;koudjan;igname;5440;3.pick-up;didiévi;87;050-100;-4,893;7,1256
121;2014-07-01;koudjan;igname;6920;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
122;2014-07-01;kponan;igname;1000;3.pick-up;bouaké;3;000-050;-5,028;7,6845
123;2014-07-01;kpassadjo;igname;6420;4.camion;kouassikro;124;100-150;-4,7085;7,0329
124;2014-07-01;kpassadjo;igname;6080;3.pick-up;satama;127;100-150;-4,3595;7,9043
125;2014-07-01;riz blanchi importé;riz;26180;5.gros camion;mankono;179;150-200;-6,1883;8,0556
126;2014-07-01;arachide décortiquée;arachide;1620;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
127;2014-07-01;kponan;igname;2440;4.camion;kouassikro;124;100-150;-4,7085;7,0329
128;2014-07-01;arachide décortiquée;arachide;8720;3.pick-up;katiola;38;000-050;-5,1018;8,1401
129;2014-07-01;bété bété;igname;21100;4.camion;mankono;179;150-200;-6,1883;8,0556
130;2014-07-01;oignons;divers;37320;5.gros camion;niger;987;Etranger;2,1323;13,5119
131;2014-07-01;arachide décortiquée;arachide;1760;2.voiture;kouassikro;124;100-150;-4,7085;7,0329
132;2014-07-01;arachide décortiquée;arachide;1300;3.pick-up;satama;127;100-150;-4,3595;7,9043
133;2014-07-01;arachide décortiquée;arachide;1220;2.voiture;béoumi;60;050-100;-5,5791;7,6714
134;2014-07-01;divers;divers;4160;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
135;2014-07-01;assawa;igname;1120;3.pick-up;brobo;25;000-050;-4,8267;7,6407
136;2014-07-01;arachide décortiquée;arachide;840;3.pick-up;satama;127;100-150;-4,3595;7,9043
137;2014-07-01;koudjan;igname;6460;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
138;2014-07-01;kponan;igname;4440;4.camion;m'bahiakro;82;050-100;-4,3378;7,4537
139;2014-07-01;banane plantain;divers;25700;5.gros camion;bonon;150;100-150;-6,05;6,9333
140;2014-07-01;koudjan;igname;6340;3.pick-up;satama;127;100-150;-4,3595;7,9043
141;2014-07-01;koudjan;igname;6425;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
142;2014-07-01;bété bété;igname;860;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
143;2014-07-01;riz paddy iguapé;riz;2300;3.pick-up;bouaké;3;000-050;-5,028;7,6845
144;2014-07-01;riz paddy iguapé;riz;2340;3.pick-up;bamoro;13;000-050;-5,049;7,8315
145;2014-07-01;bété bété;igname;5940;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
146;2014-07-01;wakrou;igname;5100;4.camion;molonoublé;42;000-050;-4,9852;7,4004
147;2014-07-01;oignons;divers;17420;5.gros camion;niger;987;Etranger;2,1323;13,5119
148;2014-07-01;assawa;igname;4180;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
149;2014-07-01;riz paddy iguapé;riz;21300;4.camion;hiré;174;150-200;-5,2959;6,1856
150;2014-07-01;koudjan;igname;1700;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
151;2014-07-01;koudjan;igname;10640;4.camion;yamoussoukro;77;050-100;-5,2778;6,8194
152;2014-07-01;koudjan;igname;4160;3.pick-up;didiévi;87;050-100;-4,893;7,1256
153;2014-07-01;mais grain;mais;40420;5.gros camion;ouangolo;193;150-200;-5,157;9,9687
154;2014-07-01;attiéké sec;divers;1300;2.voiture;béoumi;60;050-100;-5,5791;7,6714
155;2014-07-01;arachide décortiquée;arachide;6440;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
156;2014-07-01;oignons;divers;37560;5.gros camion;niger;987;Etranger;2,1323;13,5119
157;2014-07-01;bété bété;igname;6540;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
158;2014-07-01;banane plantain;divers;32500;5.gros camion;bonon;150;100-150;-6,05;6,9333
159;2014-07-01;arachide décortiquée;arachide;1020;3.pick-up;satama;127;100-150;-4,3595;7,9043
160;2014-07-01;bété bété;igname;5280;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
161;2014-07-01;riz paddy iguapé;riz;1640;2.voiture;mankono;179;150-200;-6,1883;8,0556
162;2014-07-01;kpassadjo;igname;6640;4.camion;dabakala;132;100-150;-4,4272;8,3624
163;2014-07-01;arachide décortiquée;arachide;780;3.pick-up;bouaké;3;000-050;-5,028;7,6845
164;2014-07-01;assawa;igname;7620;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
165;2014-07-01;kpassadjo;igname;2840;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
166;2014-07-01;bété bété;igname;6940;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
167;2014-07-01;mil;divers;7860;5.gros camion;mali;477;Etranger;-7,473;11,4071
168;2014-07-01;kpassadjo;igname;1260;3.pick-up;bouaké;3;000-050;-5,028;7,6845
169;2014-07-01;mil;divers;62120;5.gros camion;mali;477;Etranger;-7,473;11,4071
170;2014-07-01;riz paddy iguapé;riz;4700;3.pick-up;yamoussoukro;77;050-100;-5,2778;6,8194
171;2014-07-01;oignons;divers;25520;5.gros camion;niger;987;Etranger;2,1323;13,5119
172;2014-07-01;oignons;divers;25680;5.gros camion;mali;477;Etranger;-7,473;11,4071
173;2014-07-01;riz paddy iguapé;riz;940;3.pick-up;bamoro;13;000-050;-5,049;7,8315
174;2014-07-01;koudjan;igname;1740;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
175;2014-07-01;banane plantain;divers;29460;5.gros camion;bonon;150;100-150;-6,05;6,9333
176;2014-07-01;arachide décortiquée;arachide;1260;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
177;2014-07-01;oignons;divers;19860;5.gros camion;burkina;344;Etranger;-4,2976;11,1675
178;2014-07-01;arachide décortiquée;arachide;4820;2.voiture;dabakala;132;100-150;-4,4272;8,3624
179;2014-07-01;mais grain;mais;5300;3.pick-up;bouaké;3;000-050;-5,028;7,6845
180;2014-07-01;arachide décortiquée;arachide;1560;3.pick-up;satama;127;100-150;-4,3595;7,9043
181;2014-07-01;riz paddy iguapé;riz;21220;4.camion;oumé;145;100-150;-5,4232;6,3793
182;2014-07-01;divers;divers;460;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
183;2014-07-01;mais grain;mais;4820;3.pick-up;bouaké;3;000-050;-5,028;7,6845
184;2014-07-01;assawa;igname;1500;3.pick-up;brobo;25;000-050;-4,8267;7,6407
185;2014-07-01;mil;divers;14940;5.gros camion;mali;477;Etranger;-7,473;11,4071
186;2014-07-01;riz paddy iguapé;riz;10000;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
187;2014-07-01;bété bété;igname;6000;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
188;2014-07-01;riz paddy iguapé;riz;1500;3.pick-up;katiola;38;000-050;-5,1018;8,1401
189;2014-07-01;banane plantain;divers;31720;5.gros camion;bonon;150;100-150;-6,05;6,9333
190;2014-07-01;riz paddy iguapé;riz;2000;3.pick-up;bouaké;3;000-050;-5,028;7,6845
191;2014-07-01;attiéké sec;divers;1080;3.pick-up;bouaké;3;000-050;-5,028;7,6845
192;2014-07-01;riz paddy bké 189;riz;2500;3.pick-up;bamoro;13;000-050;-5,049;7,8315
193;2014-07-01;oignons;divers;4780;5.gros camion;niger;987;Etranger;2,1323;13,5119
194;2014-07-01;mais grain;mais;6400;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
195;2014-07-01;arachide décortiquée;arachide;700;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
196;2014-07-01;bété bété;igname;16380;4.camion;bouandougou;116;100-150;-5,6679;8,2146
197;2014-07-01;arachide décortiquée;arachide;1280;3.pick-up;bouaké;3;000-050;-5,028;7,6845
198;2014-07-01;kpassadjo;igname;1560;3.pick-up;satama;127;100-150;-4,3595;7,9043
199;2014-07-01;attiéké sec;divers;1780;3.pick-up;bouaké;3;000-050;-5,028;7,6845
200;2014-07-01;riz paddy iguapé;riz;1980;3.pick-up;bouaké;3;000-050;-5,028;7,6845
201;2014-07-01;arachide décortiquée;arachide;5000;2.voiture;dabakala;132;100-150;-4,4272;8,3624
202;2014-07-01;wakrou;igname;6030;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
203;2014-07-01;kponan;igname;14400;4.camion;ravia;60;050-100;-4,893;7,4009
204;2014-07-01;attiéké sec;divers;2060;2.voiture;béoumi;60;050-100;-5,5791;7,6714
205;2014-07-01;koudjan;igname;5500;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
206;2014-07-01;banane plantain;divers;30780;5.gros camion;bonon;150;100-150;-6,05;6,9333
207;2014-07-01;koudjan;igname;5620;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
208;2014-07-01;riz local bké 189;riz;12200;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
209;2014-07-01;kpassadjo;igname;400;3.pick-up;katiola;38;000-050;-5,1018;8,1401
210;2014-07-01;riz blanchi iguapé;riz;400;3.pick-up;bouaké;3;000-050;-5,028;7,6845
211;2014-07-01;arachide décortiquée;arachide;3080;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
212;2014-07-01;kpassadjo;igname;4580;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
213;2014-07-01;kpassadjo;igname;9000;4.camion;yamoussoukro;77;050-100;-5,2778;6,8194
214;2014-07-01;oignons;divers;37340;5.gros camion;niger;987;Etranger;2,1323;13,5119
215;2014-07-01;arachide décortiquée;arachide;2980;4.camion;béoumi;60;050-100;-5,5791;7,6714
216;2014-07-01;arachide décortiquée;arachide;1200;2.voiture;satama;127;100-150;-4,3595;7,9043
217;2014-07-01;kpassadjo;igname;260;3.pick-up;kouassikro;124;100-150;-4,7085;7,0329
218;2014-07-01;kponan;igname;3820;3.pick-up;didiévi;87;050-100;-4,893;7,1256
219;2014-07-01;koudjan;igname;1820;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
220;2014-07-01;koudjan;igname;3840;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
221;2014-07-01;wakrou;igname;7460;4.camion;tiébissou;48;000-050;-5,2243;7,1593
222;2014-07-01;bété bété;igname;6220;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
223;2014-07-01;arachide décortiquée;arachide;1500;2.voiture;kouassikro;124;100-150;-4,7085;7,0329
224;2014-07-01;arachide décortiquée;arachide;1240;2.voiture;didiévi;87;050-100;-4,893;7,1256
225;2014-07-01;attiéké sec;divers;2060;2.voiture;béoumi;60;050-100;-5,5791;7,6714
226;2014-07-01;riz paddy iguapé;riz;3220;2.voiture;mankono;179;150-200;-6,1883;8,0556
227;2014-07-01;arachide décortiquée;arachide;880;1 moto;bouaké;3;000-050;-5,028;7,6845
228;2014-07-01;arachide décortiquée;arachide;2220;3.pick-up;dabakala;132;100-150;-4,4272;8,3624
229;2014-07-01;attiéké sec;divers;780;2.voiture;béoumi;60;050-100;-5,5791;7,6714
230;2014-07-01;koudjan;igname;2420;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
231;2014-07-01;arachide décortiquée;arachide;1060;3.pick-up;satama;127;100-150;-4,3595;7,9043
232;2014-07-01;koudjan;igname;6940;4.camion;yamoussoukro;77;050-100;-5,2778;6,8194
233;2014-07-01;kponan;igname;9960;4.camion;kouassikro;124;100-150;-4,7085;7,0329
234;2014-07-01;koudjan;igname;4360;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
235;2014-07-01;wakrou;igname;14560;4.camion;m'bahiakro;82;050-100;-4,3378;7,4537
236;2014-07-01;mais grain;mais;64720;5.gros camion;ouangolo;193;150-200;-5,157;9,9687
237;2014-07-01;riz paddy iguapé;riz;2060;3.pick-up;bouaké;3;000-050;-5,028;7,6845
238;2014-07-01;koudjan;igname;3700;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
239;2014-07-01;riz paddy bké 189;riz;12260;3.pick-up;sakassou;47;000-050;-5,2914;7,4555
240;2014-07-01;koudjan;igname;7140;4.camion;tiébissou;48;000-050;-5,2243;7,1593
241;2014-07-01;koudjan;igname;4880;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
242;2014-07-01;divers;divers;1480;3.pick-up;korhogo;176;150-200;-5,6316;9,4577
243;2014-07-01;banane plantain;divers;27360;5.gros camion;vavoua;239;200-300;-6,4806;7,3803
244;2014-07-01;koudjan;igname;19020;4.camion;kounahiri;90;050-100;-5,8355;7,7901
245;2014-07-01;banane plantain;divers;28680;5.gros camion;bonon;150;100-150;-6,05;6,9333
246;2014-07-01;mais grain;mais;13100;4.camion;tiéningboué;124;100-150;-5,7241;8,177
247;2014-07-01;mais grain;mais;1200;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
248;2014-07-01;arachide décortiquée;arachide;6120;4.camion;niakara;84;050-100;-5,2874;8,6614
249;2014-07-01;attiéké sec;divers;880;3.pick-up;bouaké;3;000-050;-5,028;7,6845
250;2014-07-01;florido;igname;5240;3.pick-up;satama;127;100-150;-4,3595;7,9043
251;2014-07-01;tomate sodefel;divers;10560;4.camion;tafiré;119;100-150;-5,1628;9,0688
252;2014-07-01;mais grain;mais;840;3.pick-up;bouandougou;116;100-150;-5,6679;8,2146
253;2014-07-01;koudjan;igname;8560;4.camion;niakara;84;050-100;-5,2874;8,6614
254;2014-07-01;arachide décortiquée;arachide;700;3.pick-up;tiébissou;48;000-050;-5,2243;7,1593
255;2014-07-01;riz local bké 189;riz;6640;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
256;2014-07-01;assawa;igname;13560;4.camion;dabakala;132;100-150;-4,4272;8,3624
257;2014-07-01;piment sec;divers;1940;2.voiture;mankono;179;150-200;-6,1883;8,0556
258;2014-07-01;assawa;igname;4060;4.camion;dabakala;132;100-150;-4,4272;8,3624
259;2014-09-01;aubergine longue;divers;1320;3.pick-up;satama;127;100-150;-4,3595;7,9043
260;2014-09-01;koudjan;igname;1780;4.camion;brobo;25;000-050;-4,8267;7,6407
261;2014-09-01;kléglé;igname;980;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
262;2014-09-01;assawa;igname;15560;4.camion;dabakala;132;100-150;-4,4272;8,3624
263;2014-09-01;arachide décortiquée;arachide;3520;3.pick-up;satama;127;100-150;-4,3595;7,9043
264;2014-09-01;riz paddy bké 189;riz;4040;3.pick-up;katiola;38;000-050;-5,1018;8,1401
265;2014-09-01;riz paddy bké 189;riz;6540;3.pick-up;m'bahiakro;82;050-100;-4,3378;7,4537
266;2014-09-01;mais grain;mais;8520;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
267;2014-09-01;arachide décortiquée;arachide;4000;3.pick-up;satama;127;100-150;-4,3595;7,9043
268;2014-09-01;igname;igname;11060;4.camion;sakassou;47;000-050;-5,2914;7,4555
269;2014-09-01;arachide décortiquée;arachide;500;1 moto;bouaké;3;000-050;-5,028;7,6845
270;2014-09-01;mais grain;mais;8520;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
271;2014-09-01;koudjan;igname;4740;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
272;2014-09-01;riz paddy bké 189;riz;5260;3.pick-up;sinfra;152;150-200;-5,908;6,6165
273;2014-09-01;koudjan;igname;10600;4.camion;bouandougou;116;100-150;-5,6679;8,2146
274;2014-09-01;divers;divers;30300;5.gros camion;abidjan;247;200-300;-4,0208;5,3215
275;2014-09-01;riz paddy bké 189;riz;8260;3.pick-up;hiré;174;150-200;-5,2959;6,1856
276;2014-09-01;coco frais;divers;3800;5.gros camion;daloa;187;150-200;-6,4478;6,8892
277;2014-09-01;wakrou;igname;15420;4.camion;dabakala;132;100-150;-4,4272;8,3624
278;2014-09-01;arachide décortiquée;arachide;200;3.pick-up;djebonoua;16;000-050;-5,0694;7,522
279;2014-09-01;koudjan;igname;8340;3.pick-up;kounahiri;90;050-100;-5,8355;7,7901
280;2014-09-01;mais grain;mais;1360;3.pick-up;botro;48;000-050;-5,3063;7,8447
281;2014-09-01;arachide décortiquée;arachide;500;2.voiture;béoumi;60;050-100;-5,5791;7,6714
282;2014-09-01;mais grain;mais;1200;1 moto;bouaké;3;000-050;-5,028;7,6845
