code;date;prod;prod_class;poids;mod;ori;dist_km;dist_class;ori_lon;ori_lat
1745;2015-01-01;riz paddy iguapé;riz;6940;3.pick-up;tiéningboué;124;100-150;-5,7241;8,177
1746;2015-01-01;mais grain;mais;36740;5.gros camion;dabakala;132;100-150;-4,4272;8,3624
1747;2015-01-01;bété bété;igname;5700;4.camion;bouandougou;116;100-150;-5,6679;8,2146
1748;2015-01-01;riz blanchi iguapé;riz;1300;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
1749;2015-01-01;kléglé;igname;1320;3.pick-up;béoumi;60;050-100;-5,5791;7,6714
1750;2015-01-01;riz blanchi importé;riz;2360;2.voiture;mankono;179;150-200;-6,1883;8,0556
1751;2015-01-01;mais grain;mais;42340;5.gros camion;korhogo;176;150-200;-5,6316;9,4577
1752;2015-01-01;bété bété;igname;540;2.voiture;tiéningboué;124;100-150;-5,7241;8,177
1753;2015-01-01;riz paddy bké 189;riz;680;4.camion;dabakala;132;100-150;-4,4272;8,3624
1754;2015-01-01;kléglé;igname;580;4.camion;sakassou;47;000-050;-5,2914;7,4555
1755;2015-01-01;oignons;divers;13240;5.gros camion;burkina;344;Etranger;-4,2976;11,1675
1756;2015-01-01;oignons;divers;39660;5.gros camion;niger;987;Etranger;2,1323;13,5119
